Time,Open,High,Low,Latest,Change,%Change,Volume,Open Int
3/19/2014,3705.51,3709.01,3661.37,3682.73,-23.89,-0.64%,443774,538019
3/20/2014,3675.61,3705.31,3665.83,3693.97,11.24,0.31%,302281,540402
3/21/2014,3711.47,3717.36,3643.35,3653.07,-40.9,-1.11%,379215,372128
3/24/2014,3665.38,3665.58,3585.15,3617.39,-35.68,-0.98%,400268,376965
3/25/2014,3640.26,3659.59,3600.65,3629.73,12.34,0.34%,364895,378710
3/26/2014,3645.73,3654.69,3582.84,3582.89,-46.84,-1.29%,352903,379936
3/27/2014,3578.53,3594.08,3543.07,3563.13,-19.76,-0.55%,443728,378345
3/28/2014,3576.18,3609.08,3560.58,3571.48,8.35,0.23%,313498,378370
3/31/2014,3598.08,3618.42,3593.7,3595.74,24.26,0.68%,297699,368960
4/1/2014,3615.91,3659.16,3614.16,3658.4,62.66,1.74%,265494,366668
4/2/2014,3670.33,3676.36,3649.79,3665.99,7.59,0.21%,239838,359647
4/3/2014,3670.43,3675.7,3617.41,3637.58,-28.41,-0.77%,272398,355339
4/4/2014,3659.92,3663.78,3532.28,3539.38,-98.2,-2.70%,613498,369682
4/7/2014,3522.21,3551.21,3482.75,3507.75,-31.63,-0.89%,511991,378813
4/8/2014,3511.82,3543.98,3499,3538.23,30.48,0.87%,400209,371802
4/9/2014,3552.07,3602.35,3544.09,3600.44,62.21,1.76%,332770,361034
4/10/2014,3597.58,3599.64,3479.15,3487.76,-112.68,-3.13%,528181,366027
4/11/2014,3453.24,3502.33,3440.55,3446.85,-40.91,-1.17%,533732,360261
4/14/2014,3479.66,3493.17,3443.26,3474.63,27.78,0.81%,383313,360241
4/15/2014,3484.29,3505.67,3414.11,3487.85,13.22,0.38%,597830,350529
4/16/2014,3517.5,3533.09,3489.29,3533.09,45.24,1.30%,400494,341544
4/17/2014,3526.57,3551.02,3511.27,3534.53,1.44,0.04%,269161,336388
4/21/2014,3543.65,3559.95,3525.59,3559.95,25.42,0.72%,152234,332191
4/22/2014,3570.51,3596.92,3566.87,3588.8,28.85,0.81%,214109,328921
4/23/2014,3587.65,3588.04,3555.19,3557.04,-31.76,-0.88%,249741,333412
4/24/2014,3609.83,3613.2,3552.93,3591.03,33.99,0.96%,393100,347128
4/25/2014,3569.92,3573.95,3525.6,3533.1,-57.93,-1.61%,330415,344233
4/28/2014,3546.96,3570.11,3489.61,3545.02,11.92,0.34%,481671,348226
4/29/2014,3557.77,3579.03,3538.24,3573.99,28.97,0.82%,306735,348922
4/30/2014,3556,3585.5,3548.11,3582.02,8.03,0.22%,288921,347840
5/1/2014,3589.66,3613.03,3580.02,3594.36,12.34,0.34%,195284,346064
5/2/2014,3608.84,3611.56,3578.53,3587.64,-6.72,-0.19%,297587,349639
5/5/2014,3566.26,3605.26,3556.4,3605.09,17.45,0.49%,235406,349927
5/6/2014,3598.27,3599.65,3556.1,3556.51,-48.58,-1.35%,261067,347676
5/7/2014,3561.47,3567.55,3506.35,3546.47,-10.04,-0.28%,447428,351488
5/8/2014,3533.39,3583.64,3527.63,3540.42,-6.05,-0.17%,388660,351665
5/9/2014,3537.68,3556.35,3516.76,3555.7,15.28,0.43%,319956,347182
5/12/2014,3574.24,3613.37,3573.83,3612.73,57.03,1.60%,246896,359090
5/13/2014,3614.91,3625.77,3605.78,3611.13,-1.6,-0.04%,221835,361384
5/14/2014,3603.58,3614.63,3585.68,3593.25,-17.88,-0.50%,234756,357170
5/15/2014,3594.59,3597.89,3542.63,3565.17,-28.08,-0.78%,398968,356403
5/16/2014,3568.2,3590.41,3545.63,3587.2,22.03,0.62%,294895,357395
5/19/2014,3577.85,3618.96,3572.28,3615.62,28.42,0.79%,221288,362833
5/20/2014,3612.86,3624.6,3585.88,3600.31,-15.31,-0.42%,298328,353944
5/21/2014,3605.79,3636.47,3605.51,3635.61,35.3,0.98%,260524,365168
5/22/2014,3639.49,3660.59,3633.85,3650.86,15.25,0.42%,218921,367432
5/23/2014,3656.27,3678.16,3646.23,3677.33,26.47,0.73%,167842,347038
5/27/2014,3693.18,3723.06,3691.09,3723.06,45.73,1.24%,204560,350156
5/28/2014,3720.89,3726.72,3708.65,3712.26,-10.8,-0.29%,225452,355747
5/29/2014,3723.27,3735.72,3717.65,3735.72,23.46,0.63%,186089,360684
5/30/2014,3738.71,3741.57,3716.09,3736.82,1.1,0.03%,215333,361943
6/2/2014,3740.71,3740.71,3707.89,3732.96,-3.86,-0.10%,226993,368035
6/3/2014,3719.17,3735.97,3715.46,3730.07,-2.89,-0.08%,184624,368538
6/4/2014,3720,3750.01,3715.24,3743.59,13.52,0.36%,190386,369082
6/5/2014,3748.36,3782,3735.19,3776.95,33.36,0.89%,287841,368926
6/6/2014,3792.42,3795.14,3782.12,3794.57,17.62,0.47%,202481,364077
6/9/2014,3795.85,3804.04,3783.9,3795.74,1.17,0.03%,152625,362148
6/10/2014,3790.48,3802.46,3786.56,3800.86,5.12,0.13%,164222,364774
6/11/2014,3789.41,3803.95,3783.61,3797.85,-3.01,-0.08%,227531,370114
6/12/2014,3790.59,3794.99,3751.69,3763.8,-34.05,-0.90%,408629,377323
6/13/2014,3782.84,3784.84,3759.87,3775.56,11.76,0.31%,406002,406078
6/16/2014,3768.37,3789.93,3761.42,3779.93,4.37,0.12%,377135,439108
6/17/2014,3775.73,3790.92,3769.94,3781.32,1.39,0.04%,375263,479145
6/18/2014,3786.19,3807.49,3764.53,3804.61,23.29,0.62%,355751,506398
6/19/2014,3808.76,3811.24,3783.3,3800.8,-3.81,-0.10%,259206,485925
6/20/2014,3803.1,3807.92,3794.51,3802.64,1.84,0.05%,158979,339134
6/23/2014,3802.25,3806.19,3794.85,3805.31,2.67,0.07%,161663,339226
6/24/2014,3807.49,3837.17,3791.12,3799.53,-5.78,-0.15%,281755,342676
6/25/2014,3794.84,3831.85,3792.31,3827.33,27.8,0.73%,249998,350137
6/26/2014,3826.7,3827.7,3798.63,3826.91,-0.42,-0.01%,239793,346094
6/27/2014,3825.02,3844.89,3823.21,3844.44,17.53,0.46%,183185,352001
6/30/2014,3844.45,3860.65,3841.7,3849.48,5.04,0.13%,155090,350357
7/1/2014,3864.14,3902.93,3863.81,3894.33,44.85,1.17%,195886,358922
7/2/2014,3895.18,3904.35,3890.77,3899.27,4.94,0.13%,150420,358092
7/3/2014,3911.11,3923.15,3901.32,3923.01,23.74,0.61%,121790,359668
7/7/2014,3917.89,3923.92,3904.67,3910.71,-12.3,-0.31%,175910,359266
7/8/2014,3903.37,3906.22,3848.18,3864.07,-46.64,-1.19%,331832,360969
7/9/2014,3873.17,3896.38,3863.2,3892.91,28.84,0.75%,245017,368438
7/10/2014,3837.29,3895.72,3837.16,3880.04,-12.87,-0.33%,317799,375412
7/11/2014,3888.76,3905.4,3879.4,3904.58,24.54,0.63%,201050,373326
7/14/2014,3923.6,3937.73,3916.52,3929.46,24.88,0.64%,164013,362256
7/15/2014,3934.79,3940.55,3887.5,3914.45,-15.01,-0.38%,332567,358224
7/16/2014,3943.6,3947.49,3927,3932.33,17.88,0.46%,215449,360320
7/17/2014,3921.87,3933.88,3866.22,3878.01,-54.32,-1.38%,380742,361403
7/18/2014,3899.38,3942.15,3894.56,3939.89,61.88,1.60%,292724,371234
7/21/2014,3933.11,3941.93,3917.74,3934.14,-5.75,-0.15%,220104,363496
7/22/2014,3950.83,3966.1,3949.09,3961.62,27.48,0.70%,199174,362936
7/23/2014,3974.66,3990.64,3967.96,3986.19,24.57,0.62%,209819,366722
7/24/2014,3994.18,3997.5,3975.66,3983.19,-3,-0.08%,210044,365044
7/25/2014,3959.35,3970.44,3945.05,3965.16,-18.03,-0.45%,210708,364280
7/28/2014,3966.31,3977,3936.72,3967.24,2.08,0.05%,210747,368143
7/29/2014,3974.05,3983.42,3957.22,3959.03,-8.21,-0.21%,220274,373435
7/30/2014,3982.1,3989,3960.29,3976.07,17.04,0.43%,275643,376339
7/31/2014,3938.31,3948.9,3889.1,3892.5,-83.57,-2.10%,424182,369121
8/1/2014,3886.1,3908.21,3855.35,3879.67,-12.83,-0.33%,463197,369945
8/4/2014,3890.63,3922.25,3875.1,3908.77,29.1,0.75%,251396,361794
8/5/2014,3891.13,3901.17,3858.65,3874.94,-33.83,-0.87%,357097,361091
8/6/2014,3851.44,3896.65,3849.45,3874.27,-0.67,-0.02%,293041,363135
8/7/2014,3889.69,3895.74,3845.2,3857.94,-16.33,-0.42%,330335,356324
8/8/2014,3864.09,3890.63,3848.49,3888.09,30.15,0.78%,316279,354130
8/11/2014,3899.98,3921.19,3899.37,3910.46,22.37,0.58%,179005,351082
8/12/2014,3904.45,3916.73,3887.58,3905.22,-5.24,-0.13%,221421,344332
8/13/2014,3924.47,3949.69,3921.44,3949.2,43.98,1.13%,202541,354054
8/14/2014,3953.27,3969.24,3949.08,3969.11,19.91,0.50%,177794,357332
8/15/2014,3993,3997.08,3951.25,3987.51,18.4,0.46%,363520,355581
8/18/2014,4007.19,4022.48,4003.46,4020.5,32.99,0.83%,160302,357735
8/19/2014,4025.51,4041.5,4024.17,4040.13,19.63,0.49%,151670,358871
8/20/2014,4032.91,4046.97,4032.2,4040.7,0.57,0.01%,164238,361105
8/21/2014,4041,4048.95,4035.75,4047.03,6.33,0.16%,145680,363584
8/22/2014,4052.14,4060.9,4040.22,4052.75,5.72,0.14%,213172,363010
8/25/2014,4073.47,4079.52,4058.6,4067.48,14.73,0.36%,169660,362378
8/26/2014,4073.04,4076.54,4062.73,4071.67,4.19,0.10%,147975,360386
8/27/2014,4073.4,4078.19,4064.06,4073.18,1.51,0.04%,129327,364371
8/28/2014,4059.37,4072.29,4054.61,4066.27,-6.91,-0.17%,167468,368055
8/29/2014,4081.02,4082.97,4062.18,4082.56,16.29,0.40%,169295,371253
9/2/2014,4093.12,4095.87,4078.19,4095.81,13.25,0.32%,197200,367413
9/3/2014,4103.97,4104.43,4063.49,4070.96,-24.85,-0.61%,268753,368369
9/4/2014,4078.82,4100.78,4056.53,4066.13,-4.83,-0.12%,285292,377255
9/5/2014,4067.37,4089.98,4051.75,4089.92,23.79,0.59%,288463,375869
9/8/2014,4086.52,4105.5,4076.63,4095.46,5.54,0.14%,213313,369385
9/9/2014,4094.02,4110.86,4053.11,4061.88,-33.58,-0.82%,405240,365790
9/10/2014,4063.85,4095.91,4054.61,4094.97,33.09,0.81%,284602,372228
9/11/2014,4077.69,4092.79,4060.92,4092.65,-2.32,-0.06%,416354,379506
9/12/2014,4087.16,4089.62,4057.53,4069.23,-23.42,-0.57%,489618,397195
9/15/2014,4070.2,4070.82,4018.3,4029.89,-39.34,-0.97%,529809,443676
9/16/2014,4012.53,4073.14,4009.98,4067.27,37.38,0.93%,502176,507516
9/17/2014,4066.75,4090.95,4048.58,4073.57,6.3,0.15%,389621,525891
9/18/2014,4084.51,4103.42,4082.8,4103.08,29.51,0.72%,259189,520806
9/19/2014,4113.02,4118.91,4084.45,4100.09,-2.99,-0.07%,279664,382010
9/22/2014,4091.87,4092.14,4044.99,4061.23,-38.86,-0.95%,295693,377628
9/23/2014,4045.67,4068.73,4043.42,4051.57,-9.66,-0.24%,276991,377838
9/24/2014,4055.42,4096.27,4043.36,4094.31,42.74,1.05%,278425,386095
9/25/2014,4079.37,4087.18,4007.63,4007.82,-86.49,-2.11%,442991,375717
9/26/2014,4016.97,4057.47,4015.02,4053.72,45.9,1.15%,310113,375063
9/29/2014,4009.66,4056.43,4008.61,4047.18,-6.54,-0.16%,350665,369004
9/30/2014,4054.86,4070.44,4031.7,4049.44,2.26,0.06%,334788,378107
10/1/2014,4043.33,4043.44,3972.9,3984.74,-64.7,-1.60%,436194,377962
10/2/2014,3984.8,3996.75,3935.86,3985.87,1.13,0.03%,440009,375027
10/3/2014,4004.75,4040.56,3995.81,4027.31,41.44,1.04%,286201,377719
10/6/2014,4041.4,4046.32,4004.21,4016.27,-11.04,-0.27%,338381,373262
10/7/2014,3999.25,4006.86,3958.44,3958.59,-57.68,-1.44%,383885,375071
10/8/2014,3960.79,4048.79,3938.16,4041.12,82.53,2.08%,467092,371819
10/9/2014,4031.62,4039.65,3965.37,3969.32,-71.8,-1.78%,595862,370904
10/10/2014,3946.32,3968.9,3870.85,3870.85,-98.47,-2.48%,675773,378791
10/13/2014,3866.89,3893.66,3807.89,3808,-62.85,-1.62%,636336,383449
10/14/2014,3837.22,3860.04,3801.16,3810.45,2.45,0.06%,602829,365555
10/15/2014,3741.64,3801.42,3701.1,3785.97,-24.48,-0.64%,831557,358493
10/16/2014,3706.77,3795.08,3706.18,3765.28,-20.69,-0.55%,696043,344490
10/17/2014,3815.72,3848.98,3791.79,3815.47,50.19,1.33%,478453,325856
10/20/2014,3813.6,3872.36,3804.97,3870.08,54.61,1.43%,316038,322005
10/21/2014,3916.65,3971.4,3909.95,3971.39,101.31,2.62%,382745,322938
10/22/2014,3980.49,3988.4,3947.98,3949.59,-21.8,-0.55%,343715,318674
10/23/2014,3989.86,4032.22,3984.15,4012.27,62.68,1.59%,348292,319435
10/24/2014,4019.84,4045.19,4003.43,4042.02,29.75,0.74%,288960,320044
10/27/2014,4031.88,4052.5,4019.23,4046.02,4,0.10%,276247,321083
10/28/2014,4063.06,4107.19,4062.21,4106.63,60.61,1.50%,259043,327867
10/29/2014,4091.62,4104.07,4062.49,4090.55,-16.08,-0.39%,341109,327992
10/30/2014,4074.26,4109.06,4064.45,4100.64,10.09,0.25%,367175,338576
10/31/2014,4168.5,4170.07,4143.2,4158.21,57.57,1.40%,313523,330296
11/3/2014,4160.61,4179.33,4156.78,4169.28,11.07,0.27%,215147,337003
11/4/2014,4154.88,4165.05,4126.72,4156.23,-13.05,-0.31%,260251,340285
11/5/2014,4179.23,4179.93,4140.21,4153.27,-2.96,-0.07%,271105,341001
11/6/2014,4147.31,4165.77,4133.98,4164.08,10.81,0.26%,233540,348277
11/7/2014,4170.46,4171.13,4140.87,4160.5,-3.58,-0.09%,230030,343616
11/10/2014,4162.59,4179.98,4151.48,4175.95,15.45,0.37%,165284,347963
11/11/2014,4173.61,4187.31,4165.25,4187.16,11.21,0.27%,134742,347041
11/12/2014,4174.47,4199.19,4173.02,4195.4,8.24,0.20%,203094,352669
11/13/2014,4202.77,4228.68,4194.33,4213.49,18.09,0.43%,295472,356856
11/14/2014,4214.97,4225.18,4198.59,4224.99,11.5,0.27%,218998,356610
11/17/2014,4215.29,4225.32,4194.18,4213.79,-11.2,-0.27%,231522,357515
11/18/2014,4215.18,4248.19,4214.32,4242.19,28.4,0.67%,215433,365218
11/19/2014,4233.7,4235.84,4204.16,4222.66,-19.53,-0.46%,237279,365238
11/20/2014,4204.54,4245.17,4202.36,4242.09,19.43,0.46%,215254,373135
11/21/2014,4284.41,4285.27,4237.38,4251.32,9.23,0.22%,286441,374440
11/24/2014,4262.09,4285,4260.18,4284.32,33,0.78%,158832,373404
11/25/2014,4290.68,4301.84,4279.9,4288.23,3.91,0.09%,169875,369453
11/26/2014,4291.87,4319.41,4289.51,4317.99,29.76,0.69%,136439,370142
11/28/2014,4330.96,4347.09,4327.09,4337.78,19.79,0.46%,135211,370918
12/1/2014,4323.95,4332.55,4274.68,4287.81,-49.97,-1.15%,327024,375756
12/2/2014,4291.33,4312.92,4283.89,4305.96,18.15,0.42%,228063,381828
12/3/2014,4312.17,4319.02,4287.04,4312.93,6.97,0.16%,193653,372905
12/4/2014,4309.48,4327.52,4293.94,4311.93,-1,-0.02%,250113,372731
12/5/2014,4318.28,4324.42,4302.04,4311.57,-0.36,-0.01%,200863,373463
12/8/2014,4301.27,4320.08,4259.01,4278.34,-33.23,-0.77%,324720,379007
12/9/2014,4228.2,4297.73,4217.5,4294.67,16.33,0.38%,351094,384883
12/10/2014,4284.5,4297,4218.86,4224.87,-69.8,-1.63%,419484,384500
12/11/2014,4241.69,4296.81,4238.29,4246.48,21.61,0.51%,565765,391016
12/12/2014,4207.61,4254.43,4199.28,4199.28,-47.2,-1.11%,648193,387861
12/15/2014,4224.17,4236.06,4145.23,4157.41,-41.87,-1.00%,775245,409681
12/16/2014,4122.23,4190.42,4089.19,4089.6,-67.81,-1.63%,826002,447764
12/17/2014,4094.3,4175.97,4089.09,4165.1,75.5,1.85%,593917,461994
12/18/2014,4230.36,4267.77,4213.21,4267.77,102.67,2.47%,446919,459414
12/19/2014,4272.75,4300.4,4258.33,4281.78,14.01,0.33%,290175,344828
12/22/2014,4271.87,4295.27,4270.54,4293.67,11.89,0.28%,164861,341827
12/23/2014,4308.95,4309.03,4274.51,4279.3,-14.37,-0.33%,148445,340204
12/24/2014,4283.19,4298.87,4281.8,4283.1,3.8,0.09%,46182,337745
12/26/2014,4295.72,4322.45,4294.8,4314.09,30.99,0.72%,61116,336117
12/29/2014,4309.7,4321.2,4306.67,4312.64,-1.45,-0.03%,102439,334391
12/30/2014,4301.14,4309.13,4277.75,4282.35,-30.29,-0.70%,110133,334697
12/31/2014,4294.88,4307.01,4233.71,4236.28,-46.07,-1.08%,146947,334666
1/2/2015,4258.6,4276.71,4206.46,4230.24,-6.04,-0.14%,229585,341924
1/5/2015,4206.55,4210.96,4151.85,4160.96,-69.28,-1.64%,313782,340670
1/6/2015,4174.78,4176.26,4090.33,4110.83,-50.13,-1.20%,426170,336023
1/7/2015,4139.85,4169.97,4126.39,4160,49.17,1.20%,328194,321328
1/8/2015,4195.49,4247.93,4192.63,4240.55,80.55,1.94%,272088,318147
1/9/2015,4250.98,4253.97,4188.61,4213.28,-27.27,-0.64%,341982,315736
1/12/2015,4221.52,4223.88,4158.11,4169.97,-43.31,-1.03%,319442,315134
1/13/2015,4212.99,4252.7,4134.94,4166.2,-3.77,-0.09%,476800,316911
1/14/2015,4122.08,4165,4108.31,4145.84,-20.36,-0.49%,450852,312674
1/15/2015,4162.11,4169.44,4085.7,4089.65,-56.19,-1.36%,456050,312056
1/16/2015,4087.88,4143.49,4078.85,4142.14,52.49,1.28%,359056,313778
1/20/2015,4164.43,4181.34,4117.15,4171.21,29.07,0.70%,347459,305680
1/21/2015,4158.13,4211.28,4145.82,4192.09,20.88,0.50%,327222,306914
1/22/2015,4215,4274.15,4173.54,4270.36,78.27,1.87%,338444,308368
1/23/2015,4268.53,4292.88,4258.48,4278.14,7.78,0.18%,227227,307185
1/26/2015,4271.1,4282.48,4254.47,4275.72,-2.42,-0.06%,187635,306868
1/27/2015,4200.88,4209.41,4151.15,4165.5,-110.22,-2.58%,363916,301513
1/28/2015,4233.74,4235.15,4140.38,4140.38,-25.12,-0.60%,363160,303993
1/29/2015,4134.52,4189.54,4103.71,4181.35,40.97,0.99%,358659,296779
1/30/2015,4178.62,4210.85,4145.45,4148.43,-32.92,-0.79%,345616,299717
2/2/2015,4162.2,4189.09,4094.73,4188.59,40.16,0.97%,353874,302995
2/3/2015,4201.94,4229.15,4174.23,4229.15,40.56,0.97%,283393,301683
2/4/2015,4202.43,4248.84,4198.74,4221.2,-7.95,-0.19%,269570,302517
2/5/2015,4229.62,4258,4220.17,4256.18,34.98,0.83%,200646,306446
2/6/2015,4259.98,4271.28,4214.89,4228.68,-27.5,-0.65%,253366,312025
2/9/2015,4209.81,4235.24,4206.76,4216.09,-12.59,-0.30%,198267,309016
2/10/2015,4240.04,4286.43,4232.99,4281.15,65.06,1.54%,225838,314616
2/11/2015,4284.76,4305.35,4277.65,4297.28,16.13,0.38%,207071,315775
2/12/2015,4321.41,4347.97,4317.98,4347.97,50.69,1.18%,219402,319587
2/13/2015,4359.78,4384.03,4351.02,4384.03,36.06,0.83%,190470,324951
2/17/2015,4379.32,4387.32,4370.63,4385.34,1.31,0.03%,195299,330495
2/18/2015,4378.73,4393.19,4374.23,4390.91,5.57,0.13%,146544,332788
2/19/2015,4388.92,4415.79,4388.44,4411.86,20.95,0.48%,168314,339049
2/20/2015,4406.75,4444.62,4397.62,4443.05,31.19,0.71%,235322,340414
2/23/2015,4441.26,4449.49,4430.86,4449.49,6.44,0.14%,133194,340106
2/24/2015,4442.13,4455.52,4428.82,4451.03,1.54,0.03%,163131,343761
2/25/2015,4441.08,4461.11,4429.9,4440.59,-10.44,-0.23%,174066,351312
2/26/2015,4443.55,4463.81,4430.79,4462.27,21.68,0.49%,193837,351994
2/27/2015,4459.86,4464.31,4435.66,4440.67,-21.6,-0.48%,173635,350023
3/2/2015,4452.8,4483.97,4450.86,4483.05,42.38,0.95%,185989,354465
3/3/2015,4466.53,4473.64,4433.51,4458.78,-24.27,-0.54%,199122,350139
3/4/2015,4442.41,4452.37,4421,4445.36,-13.42,-0.30%,211784,350063
3/5/2015,4454.89,4464.48,4433.94,4452.06,6.7,0.15%,186280,347483
3/6/2015,4442.19,4453.93,4389.82,4399.23,-52.83,-1.19%,298373,345866
3/9/2015,4406.87,4424.22,4391.62,4412.99,13.76,0.31%,224440,352976
3/10/2015,4376.03,4381.62,4329.08,4329.08,-83.91,-1.90%,322593,349658
3/11/2015,4336.05,4342.87,4304.28,4305.38,-23.7,-0.55%,286992,349060
3/12/2015,4302.73,4339.2,4300.87,4336.23,30.85,0.72%,377906,348127
3/13/2015,4328.09,4347.87,4289.3,4314.9,-21.33,-0.49%,531902,360401
3/16/2015,4338.29,4371.46,4327.27,4370.47,55.57,1.29%,365725,377107
3/17/2015,4355.91,4384.98,4349.69,4375.63,5.16,0.12%,379313,404598
3/18/2015,4366.8,4440.49,4344.49,4422.5,46.87,1.07%,392176,433202
3/19/2015,4424.79,4440.01,4419.84,4426.82,4.32,0.10%,267755,426457
3/20/2015,4468.29,4478.68,4456.41,4458.54,31.72,0.72%,210575,329417
3/23/2015,4454.15,4466.34,4445.52,4445.54,-13,-0.29%,149753,330103
3/24/2015,4444.39,4467.79,4430.97,4430.99,-14.55,-0.33%,184263,334803
3/25/2015,4437.37,4442.54,4329.29,4329.29,-101.7,-2.30%,320378,328204
3/26/2015,4288.16,4340.16,4280.95,4315.26,-14.03,-0.32%,356256,323461
3/27/2015,4314.6,4342.93,4309.52,4332.86,17.6,0.41%,209538,316679
3/30/2015,4359.78,4384.18,4359.78,4382.82,49.96,1.15%,202039,320981
3/31/2015,4364.14,4377.36,4333.69,4333.69,-49.13,-1.12%,224954,319836
4/1/2015,4328.17,4334.56,4284.06,4311.26,-22.43,-0.52%,311609,325277
4/2/2015,4316.24,4327.79,4302.49,4316.01,4.75,0.11%,168859,324553
4/6/2015,4286.16,4361.56,4283.91,4350.98,34.97,0.81%,154105,323057
4/7/2015,4349.3,4379.41,4343.74,4344.08,-6.9,-0.16%,171718,319792
4/8/2015,4345.22,4382.82,4345.09,4375.96,31.88,0.73%,225603,322213
4/9/2015,4375.78,4405.65,4361.23,4403.95,27.99,0.64%,201772,320534
4/10/2015,4402.02,4422.63,4394.38,4422.02,18.07,0.41%,126709,321878
4/13/2015,4428.13,4448.2,4407.07,4409.21,-12.81,-0.29%,171951,329231
4/14/2015,4409.29,4418.87,4375.11,4397.64,-11.57,-0.26%,220768,330619
4/15/2015,4409.74,4435.28,4406.04,4424.53,26.89,0.61%,170581,335224
4/16/2015,4412.15,4427.22,4408.96,4418.83,-5.7,-0.13%,162995,337099
4/17/2015,4379.63,4390.31,4333.11,4351.8,-67.03,-1.52%,302106,324772
4/20/2015,4373.65,4423.88,4373.09,4417.4,65.6,1.51%,218296,328609
4/21/2015,4444.5,4448.68,4430.98,4435.98,18.58,0.42%,190775,333550
4/22/2015,4448.58,4466.84,4419.35,4460.81,24.83,0.56%,196898,336556
4/23/2015,4445.17,4496.08,4444.29,4477.07,16.26,0.36%,252655,344162
4/24/2015,4529.73,4543.64,4517.88,4536.78,59.71,1.33%,204771,353299
4/27/2015,4548.51,4562.33,4516.33,4525.04,-11.74,-0.26%,224670,360882
4/28/2015,4529.41,4537.14,4479.01,4515.27,-9.77,-0.22%,284015,365930
4/29/2015,4490.57,4517.01,4463.98,4488.15,-27.12,-0.60%,291090,364222
4/30/2015,4459.23,4480.36,4395.1,4414.25,-73.9,-1.65%,353418,355226
5/1/2015,4437.7,4479.06,4435.24,4479.06,64.81,1.47%,197246,346895
5/4/2015,4491.19,4510.47,4480.85,4482.61,3.55,0.08%,191902,343303
5/5/2015,4464.21,4472.23,4407.27,4409.39,-73.22,-1.63%,306354,341880
5/6/2015,4420.3,4429.96,4349.93,4379.75,-29.64,-0.67%,335183,329947
5/7/2015,4377.81,4413.73,4373.29,4401.55,21.8,0.50%,249326,325833
5/8/2015,4445,4466.17,4441.73,4458.65,57.1,1.30%,216492,311863
5/11/2015,4457.62,4468.75,4437.53,4438.64,-20.01,-0.45%,170568,310837
5/12/2015,4412.82,4441.4,4380.52,4420.65,-17.99,-0.41%,257369,309386
5/13/2015,4436.08,4460.54,4421.75,4426.56,5.91,0.13%,200906,307265
5/14/2015,4461.07,4496.25,4448.38,4495.04,68.48,1.55%,184540,318402
5/15/2015,4505.39,4509.13,4482.55,4494.29,-0.75,-0.02%,140846,317066
5/18/2015,4487.14,4521.01,4483.76,4512.95,18.66,0.42%,128683,319297
5/19/2015,4514.66,4521.85,4498.53,4503.72,-9.23,-0.20%,127763,318845
5/20/2015,4505.59,4533.92,4484.52,4505.3,1.58,0.04%,171047,319789
5/21/2015,4499.42,4537.28,4495.39,4529.47,24.17,0.54%,123605,324481
5/22/2015,4522.86,4542.46,4522.61,4527.16,-2.31,-0.05%,101099,324713
5/26/2015,4516.63,4521.85,4456.76,4472.96,-54.2,-1.20%,228340,316571
5/27/2015,4488.05,4551.53,4479.74,4546.06,73.1,1.63%,198832,324681
5/28/2015,4537.48,4548.24,4523.55,4535.66,-10.4,-0.23%,152460,323697
5/29/2015,4532.15,4539.57,4499.65,4508.25,-27.41,-0.60%,198135,318044
6/1/2015,4530.03,4535.43,4488.17,4521.85,13.6,0.30%,216907,327487
6/2/2015,4503.76,4531.08,4486.19,4508.89,-12.96,-0.29%,223904,330764
6/3/2015,4531.04,4539.36,4512.44,4519.86,10.97,0.24%,191597,330531
6/4/2015,4501.73,4526.21,4475.05,4487.03,-32.83,-0.73%,287443,327063
6/5/2015,4483.43,4493.43,4452.32,4477.19,-9.84,-0.22%,237725,326821
6/8/2015,4476.69,4477.83,4423.8,4431.51,-45.68,-1.02%,242346,327099
6/9/2015,4421.02,4441.62,4392.45,4427.61,-3.9,-0.09%,233588,319357
6/10/2015,4440.54,4497.51,4435.29,4485.46,57.85,1.31%,264448,321403
6/11/2015,4498.49,4511.32,4483.84,4488.47,3.01,0.07%,280721,326007
6/12/2015,4467.38,4476.21,4449.21,4453.79,-34.68,-0.77%,345735,325204
6/15/2015,4416.14,4437.97,4396.13,4432.92,-20.87,-0.47%,409833,352561
6/16/2015,4428.3,4463.2,4426.19,4455.9,22.98,0.52%,328009,390932
6/17/2015,4465.17,4482.27,4441.34,4468.98,13.08,0.29%,292561,409515
6/18/2015,4483.61,4540.69,4483.61,4531.85,62.87,1.41%,342118,438448
6/19/2015,4538.71,4539.49,4511.21,4513.42,-18.43,-0.41%,162708,341814
6/22/2015,4541.85,4557.98,4534.76,4544.04,30.62,0.68%,157080,344776
6/23/2015,4549.52,4551.77,4529.99,4548.74,4.7,0.10%,117069,346623
6/24/2015,4542.07,4561.64,4523.9,4524.6,-24.14,-0.53%,165469,341559
6/25/2015,4540.4,4546.15,4508.66,4514.01,-10.59,-0.23%,175366,344021
6/26/2015,4514.37,4523.97,4469.23,4484.28,-29.73,-0.66%,226417,334055
6/29/2015,4433.11,4460.08,4377.23,4379.86,-104.42,-2.33%,335026,320830
6/30/2015,4414.86,4420.5,4381.94,4396.76,16.9,0.39%,304554,310974
7/1/2015,4433.79,4445.9,4409.42,4429.23,32.47,0.74%,191314,310712
7/2/2015,4440.17,4445.83,4417.48,4433.39,4.16,0.09%,155256,305155
